FID,OBJECTID,EFF_DATE,SITE_NO,SITE_TYPE_,STATE_CODE,ARPT_ID,CITY,COUNTRY_CO,REGION_COD,ADO_CODE,STATE_NAME,COUNTY_NAM,COUNTY_ASS,ARPT_NAME,OWNERSHIP_,FACILITY_U,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMA,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIM,SURVEY_MET,ELEV,ELEV_METHO,geometry
9164,9952,2022-12-01 00:00:00+00:00,13339.24,A,NH,56NH,MIDDLETON,US,ANE, ,NEW HAMPSHIRE,STRAFFORD,NH,THERRIAULTS LANDING,PR,PR,43,28,52.0,N,43.48111111,71,3,24.7,W,-71.05686111,E,675.0,E,POINT (-71.0568611114951 43.4811111108165)
9170,9958,2022-12-01 00:00:00+00:00,13345.01,A,NH,4MB,MOULTONBOROUGH,US,ANE, ,NEW HAMPSHIRE,CARROLL,NH,MOULTONBOROUGH,PR,PU,43,46,2.8453,N,43.76745703,71,23,15.4542,W,-71.38762617,E,576.0,E,POINT (-71.3876261665418 43.7674570275917)
9171,9959,2022-12-01 00:00:00+00:00,13345.1,A,NH,NH30,MOULTONBOROUGH,US,ANE, ,NEW HAMPSHIRE,CARROLL,NH,AVERY POINT,PR,PR,43,40,31.8,N,43.6755,71,24,9.8,W,-71.40272222,E,505.0,E,POINT (-71.4027222219407 43.6754999997936)
9177,9965,2022-12-01 00:00:00+00:00,13350.,A,NH,ASH,NASHUA,US,ANE, ,NEW HAMPSHIRE,HILLSBOROUGH,NH,BOIRE FLD,PU,PU,42,46,56.69,N,42.78241389,71,30,50.74,W,-71.51409444,E,200.4,S,POINT (-71.5140944444657 42.7824138888192)
9182,9970,2022-12-01 00:00:00+00:00,13351.7,A,NH,NH60,NEW BOSTON,US,ANE, ,NEW HAMPSHIRE,HILLSBOROUGH,NH,HUFF MEML,PR,PR,42,57,32.6,N,42.95905556,71,39,11.22,W,-71.65311667,E,840.0,E,POINT (-71.6531166668072 42.9590555557262)
9184,9972,2022-12-01 00:00:00+00:00,13352.,A,NH,NH40,NEW LONDON,US,ANE, ,NEW HAMPSHIRE,MERRIMACK,NH,EAGLES NEST,PR,PR,43,24,16.24,N,43.40451111,71,56,55.12,W,-71.94864444,E,973.0,E,POINT (-71.9486444442482 43.404511111326)
9186,9974,2022-12-01 00:00:00+00:00,13353.,A,NH,2B3,NEWPORT,US,ANE, ,NEW HAMPSHIRE,SULLIVAN,NH,PARLIN FLD,PU,PU,43,23,13.4469,N,43.38706858,72,11,15.3978,W,-72.1876105,E,785.0,E,POINT (-72.1876104996122 43.3870685834762)
9192,9980,2022-12-01 00:00:00+00:00,13357.,A,NH,NH84,NORTHWOOD,US,ANE, ,NEW HAMPSHIRE,ROCKINGHAM,NH,NORTHWOOD,PR,PR,43,12,27.32,N,43.20758889,71,13,16.16,W,-71.22115556,E,640.0,E,POINT (-71.221155555978 43.2075888886205)
9194,9982,2022-12-01 00:00:00+00:00,13359.,A,NH,NH43,NOTTINGHAM,US,ANE, ,NEW HAMPSHIRE,ROCKINGHAM,NH,MURPHY-SHERWOOD PARK,PR,PR,43,10,46.298,N,43.17952722,71,8,13.227,W,-71.1370075,E,200.0,E,POINT (-71.1370075003837 43.179527221973)
9196,9984,2022-12-01 00:00:00+00:00,13376.,A,NH,NH78,PELHAM,US,ANE, ,NEW HAMPSHIRE,HILLSBOROUGH,NH,STECK FARM,PR,PR,42,44,49.821,N,42.7471725,71,22,9.228,W,-71.36923,E,460.0,E,POINT (-71.3692299999279 42.7471724998246)
9207,9995,2022-12-01 00:00:00+00:00,13383.,A,NH,1P1,PLYMOUTH,US,ANE, ,NEW HAMPSHIRE,GRAFTON,NH,PLYMOUTH MUNI,PU,PU,43,46,41.715,N,43.77825417,71,45,13.86,W,-71.75385,E,506.0,S,POINT (-71.7538500003869 43.7782541667063)
9210,9998,2022-12-01 00:00:00+00:00,13386.,A,NH,PSM,PORTSMOUTH,US,ANE, ,NEW HAMPSHIRE,ROCKINGHAM,NH,PORTSMOUTH INTL AT PEASE,PU,PU,43,4,40.6,N,43.07794444,70,49,23.8,W,-70.82327778,E,100.4,S,POINT (-70.8232777774832 43.077944444509)
9213,8407,2022-12-01 00:00:00+00:00,11141.,A,MS,00M,BAY SPRINGS,US,ASO,JAN,MISSISSIPPI,JASPER,MS,THIGPEN FLD,PU,PU,31,57,13.5,N,31.95375,89,14,7.2,W,-89.23533333,E,351.0,E,POINT (-89.2353333330216 31.9537500000107)
9215,8408,2022-12-01 00:00:00+00:00,11142.4,A,MS,01M,BELMONT,US,ASO,JAN,MISSISSIPPI,TISHOMINGO,MS,TISHOMINGO COUNTY,PU,PU,34,29,30.5434,N,34.49181761,88,12,4.3572,W,-88.20121033,E,584.0,E,POINT (-88.2012103337188 34.4918176111983)
9216,8808,2022-12-01 00:00:00+00:00,11754.25,A,MO,61MO,GRAINVILLE,US,ACE, ,MISSOURI,MONROE,MO,CARL ENSOR,PR,PR,39,32,55.136,N,39.54864889,92,5,55.624,W,-92.09878444,E,740.0,E,POINT (-92.0987844441298 39.5486488887233)
9217,8809,2022-12-01 00:00:00+00:00,11754.35,A,MO,44MU,GRANBY,US,ACE, ,MISSOURI,NEWTON,MO,LYNCH FLD,PR,PR,36,54,29.0,N,36.90805556,94,18,36.0,W,-94.31,E,1170.0,E,POINT (-94.3099999998776 36.9080555555171)
9218,8810,2022-12-01 00:00:00+00:00,11754.4,A,MO,1MO6,GRANDIN,US,ACE, ,MISSOURI,CARTER,MO,DOUBLE S RANCH,PR,PR,36,50,10.194,N,36.836165,90,43,20.432,W,-90.72234222,E,737.0,E,POINT (-90.7223422226635 36.836164999904)
9219,8811,2022-12-01 00:00:00+00:00,11760.,A,MO,1MO8,GRAVOIS MILLS,US,ACE, ,MISSOURI,MORGAN,MO,SHERLOCK FLD,PR,PR,38,15,10.106,N,38.25280722,92,48,10.685,W,-92.80296806,E,800.0,E,POINT (-92.8029680551165 38.2528072222156)
9220,8812,2022-12-01 00:00:00+00:00,11760.1,A,MO,MO30,GRAVOIS MILLS,US,ACE, ,MISSOURI,MORGAN,MO,HARBOUR,PR,PR,38,16,11.835,N,38.26995417,92,48,42.29,W,-92.81174722,E,832.0,E,POINT (-92.8117472221162 38.2699541665328)
9221,8813,2022-12-01 00:00:00+00:00,11765.,A,MO,HAE,HANNIBAL,US,ACE, ,MISSOURI,MARION,MO,HANNIBAL RGNL,PU,PU,39,43,30.6,N,39.72516667,91,26,37.9,W,-91.44386111,E,768.9,S,POINT (-91.4438611114729 39.7251666663458)
9225,8817,2022-12-01 00:00:00+00:00,11773.,A,MO,LRY,HARRISONVILLE,US,ACE, ,MISSOURI,CASS,MO,LAWRENCE SMITH MEML,PU,PU,38,36,36.7,N,38.61019444,94,20,36.7,W,-94.34352778,E,915.4,S,POINT (-94.3435277781076 38.6101944441145)
9226,8818,2022-12-01 00:00:00+00:00,11773.01,A,MO,MO37,HARRISONVILLE,US,ACE, ,MISSOURI,CASS,MO,RIDGEVIEW RANCH,PR,PR,38,43,23.04,N,38.72306667,94,22,54.82,W,-94.38189444,E,985.0,E,POINT (-94.3818944448033 38.7230666668295)
9227,8819,2022-12-01 00:00:00+00:00,11777.5,A,MO,74MU,HAWK POINT,US,ACE, ,MISSOURI,LINCOLN,MO,KOALA-T FLD,PR,PR,39,2,23.61,N,39.03989167,91,7,49.605,W,-91.13044583,E,690.0,E,POINT (-91.1304458330578 39.0398916663684)
9228,8820,2022-12-01 00:00:00+00:00,11777.51,A,MO,2MU9,HAWK POINT,US,ACE, ,MISSOURI,LINCOLN,MO,MONROE FLD,PR,PR,38,57,54.76,N,38.96521111,91,7,5.3,W,-91.11813889,E,725.0,E,POINT (-91.1181388885126 38.965211110933)
9229,8821,2022-12-01 00:00:00+00:00,11777.52,A,MO,MO93,HAWK POINT,US,ACE, ,MISSOURI,LINCOLN,MO,KEEVEN AIR RANCH,PR,PR,39,2,41.35,N,39.04481944,91,8,53.14,W,-91.14809444,E,700.0, ,POINT (-91.1480944441501 39.0448194442865)
9230,8822,2022-12-01 00:00:00+00:00,11778.1,A,MO,M28,HAYTI,US,ACE, ,MISSOURI,PEMISCOT,MO,MID CONTINENT,PR,PU,36,13,27.3,N,36.22425,89,43,43.8,W,-89.72883333,E,268.0,S,POINT (-89.7288333329634 36.2242500002304)
9231,8823,2022-12-01 00:00:00+00:00,11778.23,A,MO,63M,HERMANN,US,ACE, ,MISSOURI,GASCONADE,MO,HERMANN MUNI,PU,PU,38,42,18.605,N,38.70516806,91,29,25.995,W,-91.49055417,E,507.5,S,POINT (-91.4905541664174 38.7051680555143)
9233,8825,2022-12-01 00:00:00+00:00,11778.25,A,MO,MU68,HERMANN,US,ACE, ,MISSOURI,GASCONADE,MO,EU-WISH,PR,PR,38,40,7.005,N,38.6686125,91,32,9.565,W,-91.53599028,E,930.0,E,POINT (-91.5359902779551 38.6686124999377)
9234,8826,2022-12-01 00:00:00+00:00,11778.5,A,MO,69MO,HIGBEE,US,ACE, ,MISSOURI,RANDOLPH,MO,HESS-MCKEOWN,PR,PR,39,18,30.133,N,39.30837028,92,27,14.647,W,-92.45406861,E,885.0,E,POINT (-92.454068611513 39.3083702778091)
9236,8828,2022-12-01 00:00:00+00:00,11778.61,A,MO,HIG,HIGGINSVILLE,US,ACE, ,MISSOURI,LAFAYETTE,MO,HIGGINSVILLE INDUSTRIAL MUNI,PU,PU,39,4,20.8,N,39.07244444,93,40,38.5,W,-93.67736111,E,840.0,S,POINT (-93.6773611106934 39.0724444444319)
9237,8829,2022-12-01 00:00:00+00:00,11781.05,A,MO,MU73,HIGHLANDVILLE,US,ACE, ,MISSOURI,CHRISTIAN,MO,SPENCER FLD,PR,PR,36,55,35.02,N,36.92639444,93,17,21.8,W,-93.28938889,E,1322.0,E,POINT (-93.2893888886483 36.9263944444544)
9238,8830,2022-12-01 00:00:00+00:00,11782.275,A,MO,MO89,HILLSBORO,US,ACE, ,MISSOURI,JEFFERSON,MO,CHRISTIAN OUTREACH AIRFIELD,PR,PR,38,18,15.19,N,38.30421944,90,31,37.755,W,-90.52715417,E,596.0,E,POINT (-90.5271541666891 38.3042194445332)
9240,8832,2022-12-01 00:00:00+00:00,11784.7,A,MO,MO71,HOLT,US,ACE, ,MISSOURI,CLINTON,MO,BLOCK AIR VILLAGE,PR,PR,39,27,48.0312,N,39.463342,94,24,58.86,W,-94.41635,E,1032.0,E,POINT (-94.4163500003638 39.4633420003207)
9241,8833,2022-12-01 00:00:00+00:00,11784.71,A,MO,2MO2,HOLT,US,ACE, ,MISSOURI,CLINTON,MO,NORTHWOOD,PR,PR,39,27,51.011,N,39.46416972,94,18,28.802,W,-94.30800056,E,1000.0,E,POINT (-94.3080005557693 39.4641697219732)
9242,8834,2022-12-01 00:00:00+00:00,11785.1,A,MO,37M,HORNERSVILLE,US,ACE, ,MISSOURI,DUNKLIN,MO,HORNERSVILLE MEML,PU,PU,36,2,31.1907,N,36.04199742,90,8,56.8838,W,-90.14913439,E,248.0,E,POINT (-90.1491343886598 36.0419974165072)
9243,8835,2022-12-01 00:00:00+00:00,11786.,A,MO,M48,HOUSTON,US,ACE, ,MISSOURI,TEXAS,MO,HOUSTON MEML,PU,PU,37,19,48.8,N,37.33022222,91,58,23.4,W,-91.97316667,E,1195.2,S,POINT (-91.9731666668624 37.3302222224449)
9244,8836,2022-12-01 00:00:00+00:00,11786.01,A,MO,MU25,HOUSTON,US,ACE, ,MISSOURI,TEXAS,MO,PINEY BEND,PR,PR,37,26,16.163,N,37.43782306,91,56,57.56,W,-91.94932222,E,950.0,E,POINT (-91.9493222225419 37.4378230554678)
9245,8837,2022-12-01 00:00:00+00:00,11786.02,A,MO,6MO3,HOUSTON,US,ACE, ,MISSOURI,TEXAS,MO,FLYING 'E',PR,PR,37,20,57.0,N,37.34916667,92,7,42.0,W,-92.12833333,E,1510.0,E,POINT (-92.1283333333366 37.3491666666839)
9248,8840,2022-12-01 00:00:00+00:00,11796.16,A,MO,5MO6,HURDLAND,US,ACE, ,MISSOURI,KNOX,MO,VANSICKLE-DAVIS,PR,PR,40,7,40.62,N,40.12795,92,17,28.05,W,-92.291125,E,882.0,E,POINT (-92.2911249996554 40.1279499999205)
9249,8841,2022-12-01 00:00:00+00:00,11796.17,A,MO,0MO6,HURDLAND,US,ACE, ,MISSOURI,KNOX,MO,HARRISON,PR,PR,40,4,35.8,N,40.07661111,92,19,9.41,W,-92.31928056,E,875.0,E,POINT (-92.3192805551441 40.0766111111021)
9251,8843,2022-12-01 00:00:00+00:00,11804.21,A,MO,5MU9,IRONTON,US,ACE, ,MISSOURI,IRON,MO,SKY RANCH II,PR,PR,37,40,45.425,N,37.67928472,90,42,52.645,W,-90.71462361,E,1049.0,E,POINT (-90.7146236111797 37.6792847220565)
9252,8844,2022-12-01 00:00:00+00:00,11807.4,A,MO,78MU,JASPER,US,ACE, ,MISSOURI,JASPER,MO,STONY BRANCH,PR,PR,37,17,47.194,N,37.29644278,94,11,42.796,W,-94.19522111,E,1025.0,E,POINT (-94.1952211106736 37.2964427781189)
9253,8845,2022-12-01 00:00:00+00:00,11807.41,A,MO,08MO,JASPER,US,ACE, ,MISSOURI,BARTON,MO,TWIN OAKS,PR,PR,37,23,44.18,N,37.39560556,94,17,1.81,W,-94.28383611,E,955.0,E,POINT (-94.2838361108834 37.3956055555373)
9254,8846,2022-12-01 00:00:00+00:00,11808.,A,MO,JEF,JEFFERSON CITY,US,ACE, ,MISSOURI,CALLAWAY,MO,JEFFERSON CITY MEML,PU,PU,38,35,28.225,N,38.59117361,92,9,22.121,W,-92.15614472,E,549.4,S,POINT (-92.156144721782 38.5911736108233)
9257,8849,2022-12-01 00:00:00+00:00,11809.5,A,MO,55MO,JONESBURG,US,ACE, ,MISSOURI,WARREN,MO,TIGHTSQUEEZE FLD,PR,PR,38,52,17.78,N,38.87160556,91,15,36.74,W,-91.26020556,E,831.0,E,POINT (-91.2602055552508 38.8716055552613)
9258,8850,2022-12-01 00:00:00+00:00,11809.51,A,MO,MO07,JONESBURG,US,ACE, ,MISSOURI,MONTGOMERY,MO,ADVENTURES ALOFT,PR,PR,38,52,21.157,N,38.87254361,91,18,0.56,W,-91.30015556,E,871.0,E,POINT (-91.3001555556354 38.8725436112297)
9259,8851,2022-12-01 00:00:00+00:00,11810.,A,MO,JLN,JOPLIN,US,ACE, ,MISSOURI,JASPER,MO,JOPLIN RGNL,PU,PU,37,9,11.403,N,37.1531675,94,29,55.71,W,-94.49880833,E,977.7,E,POINT (-94.4988083329935 37.1531674998721)
9260,8852,2022-12-01 00:00:00+00:00,11810.03,A,MO,MO49,JOPLIN,US,ACE, ,MISSOURI,NEWTON,MO,FIVE MILE,PR,PR,36,58,9.53,N,36.96931389,94,34,38.0751,W,-94.57724308,E,1109.0,E,POINT (-94.5772430836179 36.9693138890964)
9262,8854,2022-12-01 00:00:00+00:00,11814.,A,MO,0H7,KAHOKA,US,ACE, ,MISSOURI,CLARK,MO,KAHOKA MUNI,PU,PU,40,25,18.2,N,40.42172222,91,42,24.0,W,-91.70666667,E,700.0,E,POINT (-91.7066666668301 40.4217222225518)
9263,8855,2022-12-01 00:00:00+00:00,11814.6,A,MO,AIZ,KAISER/LAKE OZARK,US,ACE, ,MISSOURI,MILLER,MO,LEE C FINE MEML,PU,PU,38,5,45.7,N,38.09602778,92,32,58.1,W,-92.54947222,E,868.9,S,POINT (-92.5494722225457 38.0960277774851)
9264,8856,2022-12-01 00:00:00+00:00,11816.,A,MO,MKC,KANSAS CITY,US,ACE, ,MISSOURI,CLAY,MO,CHARLES B WHEELER DOWNTOWN,PU,PU,39,7,22.6,N,39.12294444,94,35,34.2,W,-94.59283333,E,756.8,S,POINT (-94.5928333336957 39.1229444441684)
9270,8862,2022-12-01 00:00:00+00:00,11816.1,A,MO,2MO9,KANSAS CITY,US,ACE, ,MISSOURI,JACKSON,MO,RUNWAY RANCH,PR,PR,38,57,0.024,N,38.95000667,94,27,0.827,W,-94.45022972,E,929.0,E,POINT (-94.4502297223526 38.9500066668298)
9279,8871,2022-12-01 00:00:00+00:00,11816.6,A,MO,MCI,KANSAS CITY,US,ACE, ,MISSOURI,PLATTE,MO,KANSAS CITY INTL,PU,PU,39,17,51.4,N,39.29761111,94,42,50.0,W,-94.71388889,E,1026.9,S,POINT (-94.713888889232 39.2976111110312)
9280,8872,2022-12-01 00:00:00+00:00,11821.61,A,MO,3MO6,KEARNEY,US,ACE, ,MISSOURI,CLAY,MO,KITTY HAWK ESTATES,PR,PR,39,20,8.004,N,39.33555667,94,29,0.827,W,-94.48356306,E,1000.0,E,POINT (-94.4835630557478 39.3355566668715)
9281,8873,2022-12-01 00:00:00+00:00,11821.611,A,MO,MO26,KEARNEY,US,ACE, ,MISSOURI,CLAY,MO,PETERSON FARM,PR,PR,39,23,38.008,N,39.39389111,94,21,10.811,W,-94.35300306,E,860.0,E,POINT (-94.3530030559092 39.3938911108339)
9282,8874,2022-12-01 00:00:00+00:00,11822.,A,MO,TKX,KENNETT,US,ACE, ,MISSOURI,DUNKLIN,MO,KENNETT MEML,PU,PU,36,13,33.103,N,36.22586194,90,2,11.908,W,-90.03664111,E,261.8,S,POINT (-90.0366411108811 36.2258619447882)
9284,8876,2022-12-01 00:00:00+00:00,11829.52,A,MO,MO64,KIMBERLING CITY,US,ACE, ,MISSOURI,STONE,MO,KIMBERLING,PR,PR,36,36,35.228,N,36.60978556,93,26,40.672,W,-93.44463111,E,1050.0,E,POINT (-93.4446311115227 36.6097855552951)
9285,8877,2022-12-01 00:00:00+00:00,11831.1,A,MO,MO65,KIRBYVILLE,US,ACE, ,MISSOURI,TANEY,MO,MISTY MEADOWS,PR,PR,36,35,0.228,N,36.58339667,93,6,10.641,W,-93.10295583,E,940.0,E,POINT (-93.1029558331958 36.5833966669632)
9286,8878,2022-12-01 00:00:00+00:00,11834.,A,MO,IRK,KIRKSVILLE,US,ACE, ,MISSOURI,ADAIR,MO,KIRKSVILLE RGNL,PU,PU,40,5,36.5,N,40.09347222,92,32,41.7,W,-92.54491667,E,966.3,S,POINT (-92.5449166663139 40.0934722219647)
9289,8881,2022-12-01 00:00:00+00:00,11844.,A,MO,SZL,KNOB NOSTER,US,ACE, ,MISSOURI,JOHNSON,MO,WHITEMAN AFB,MA,PR,38,43,49.1,N,38.73030556,93,32,52.31,W,-93.54786389,E,871.0,S,POINT (-93.5478638888029 38.7303055555032)
9292,8884,2022-12-01 00:00:00+00:00,11858.,A,MO,LLU,LAMAR,US,ACE, ,MISSOURI,BARTON,MO,LAMAR MUNI,PU,PU,37,29,9.5,N,37.48597222,94,18,43.2,W,-94.312,E,1009.8,S,POINT (-94.312000000043 37.4859722220978)
9293,8885,2022-12-01 00:00:00+00:00,11859.5,A,MO,4MO2,LANCASTER,US,ACE, ,MISSOURI,SCHUYLER,MO,NEWCOMB HEREFORD RANCH,PR,PR,40,33,30.104,N,40.55836222,92,26,30.671,W,-92.44185306,E,850.0,E,POINT (-92.4418530552765 40.558362222424)
9294,8886,2022-12-01 00:00:00+00:00,11860.1,A,MO,4MO3,LA PLATA,US,ACE, ,MISSOURI,MACON,MO,SCHNEIDER FLD,PR,PR,39,59,30.127,N,39.99170194,92,29,30.678,W,-92.491855,E,939.0,S,POINT (-92.4918549997728 39.9917019441351)
9295,8887,2022-12-01 00:00:00+00:00,11861.,A,MO,LBO,LEBANON,US,ACE, ,MISSOURI,LACLEDE,MO,FLOYD W JONES LEBANON,PU,PU,37,38,54.0,N,37.64833333,92,39,8.8,W,-92.65244444,E,1320.7,E,POINT (-92.652444444376 37.6483333331653)
9296,8888,2022-12-01 00:00:00+00:00,11861.01,A,MO,30MO,LEBANON,US,ACE, ,MISSOURI,LACLEDE,MO,MATZIE,PR,PR,37,38,45.153,N,37.64587583,92,29,40.613,W,-92.49461472,E,1129.0,E,POINT (-92.494614722242 37.6458758330789)
9298,8890,2022-12-01 00:00:00+00:00,11861.6,A,MO,LXT,LEE'S SUMMIT,US,ACE, ,MISSOURI,JACKSON,MO,LEE'S SUMMIT MUNI,PU,PU,38,57,32.752,N,38.95909778,94,22,18.822,W,-94.371895,E,1004.3,S,POINT (-94.3718950000334 38.9590977775793)
9302,8894,2022-12-01 00:00:00+00:00,11862.,A,MO,13MO,LENOX,US,ACE, ,MISSOURI,DENT,MO,DOMEYER,PR,PR,37,40,35.153,N,37.67643139,91,42,23.547,W,-91.70654083,E,1260.0,E,POINT (-91.70654083352 37.6764313890745)
9303,8895,2022-12-01 00:00:00+00:00,11863.,A,MO,72MO,LESLIE,US,ACE, ,MISSOURI,FRANKLIN,MO,SUNNYS FLD,PR,PR,38,25,33.5,N,38.42597222,91,14,43.0,W,-91.24527778,E,755.0,E,POINT (-91.2452777776608 38.4259722222226)
9306,8898,2022-12-01 00:00:00+00:00,11866.81,A,MO,MO09,LEWISTOWN,US,ACE, ,MISSOURI,LEWIS,MO,SHARPE FARMS,PR,PR,40,1,25.152,N,40.02365333,91,52,25.608,W,-91.87378,E,702.0,E,POINT (-91.87378000042 40.0236533332402)
9307,8899,2022-12-01 00:00:00+00:00,11868.,A,MO,MU97,LEXINGTON,US,ACE, ,MISSOURI,RAY,MO,LEXINGTON MUNI,PR,PR,39,12,35.6,N,39.20988889,93,55,39.8,W,-93.92772222,E,691.0,S,POINT (-93.9277222217747 39.2098888888652)
9308,8900,2022-12-01 00:00:00+00:00,11872.,A,MO,0N0,LIBERTY,US,ACE, ,MISSOURI,CLAY,MO,ROOSTERVILLE,PR,PU,39,17,23.4,N,39.28983333,94,26,32.8,W,-94.44244444,E,1004.0,S,POINT (-94.4424444441966 39.2898333333145)
9309,8901,2022-12-01 00:00:00+00:00,11872.1,A,MO,4MO4,LIBERTY,US,ACE, ,MISSOURI,CLAY,MO,LIBERTY LANDING,PR,PR,39,13,0.013,N,39.21667028,94,20,0.815,W,-94.33355972,E,720.0,E,POINT (-94.3335597222704 39.2166702779548)
9311,8903,2022-12-01 00:00:00+00:00,11872.3,A,MO,6MU9,LICKING,US,ACE, ,MISSOURI,TEXAS,MO,CRADDOCK FLD,PR,PR,37,32,5.16,N,37.53476667,91,57,54.57,W,-91.96515833,E,1199.0,E,POINT (-91.9651583334281 37.5347666668843)
9312,8904,2022-12-01 00:00:00+00:00,11872.31,A,MO,21MO,LICKING,US,ACE, ,MISSOURI,TEXAS,MO,BAKER FARM,PR,PR,37,35,15.63,N,37.587675,91,47,0.01,W,-91.78333611,E,1362.0,E,POINT (-91.7833361111402 37.5876749998445)
9313,8905,2022-12-01 00:00:00+00:00,11873.,A,MO,0R2,LINCOLN,US,ACE, ,MISSOURI,BENTON,MO,LINCOLN MUNI,PU,PU,38,24,8.4,N,38.40233333,93,19,56.1,W,-93.33225,E,940.0,E,POINT (-93.3322500000853 38.4023333334139)
9314,8906,2022-12-01 00:00:00+00:00,11873.6,A,MO,1H3,LINN,US,ACE, ,MISSOURI,OSAGE,MO,STATE TECHNICAL COLLEGE OF MISSOURI,PU,PU,38,28,17.8,N,38.47161111,91,49,2.0,W,-91.81722222,E,952.6,S,POINT (-91.8172222219472 38.4716111113697)
9315,8907,2022-12-01 00:00:00+00:00,11874.3,A,MO,MO95,LOCKWOOD,US,ACE, ,MISSOURI,DADE,MO,COOSE FLD,PR,PR,37,23,38.215,N,37.39394861,93,57,35.885,W,-93.95996806,E,1082.0,E,POINT (-93.9599680555853 37.3939486112943)
9316,8908,2022-12-01 00:00:00+00:00,11874.81,A,MO,MU27,LOCKWOOD,US,ACE, ,MISSOURI,DADE,MO,WOODFIELD AIRPARK INC,PR,PR,37,28,5.165,N,37.46810139,93,55,45.774,W,-93.92938167,E,1050.0,E,POINT (-93.9293816670226 37.4681013889115)
9317,8909,2022-12-01 00:00:00+00:00,11877.91,A,MO,MU84,LONE JACK,US,ACE, ,MISSOURI,JACKSON,MO,MICHAEL FARM,PR,PR,38,53,58.029,N,38.8994525,94,13,45.807,W,-94.22939083,E,1050.0,E,POINT (-94.2293908330905 38.8994525002957)
9318,8910,2022-12-01 00:00:00+00:00,11877.911,A,MO,4MO9,LONE JACK,US,ACE, ,MISSOURI,JOHNSON,MO,FRIENDS FLD,PR,PR,38,53,33.03,N,38.89250833,94,6,30.802,W,-94.10855611,E,1100.0,E,POINT (-94.1085561112988 38.8925083331254)
9319,8911,2022-12-01 00:00:00+00:00,11877.92,A,MO,0MU7,LONE JACK,US,ACE, ,MISSOURI,JACKSON,MO,LAMBS FLD,PR,PR,38,52,30.031,N,38.87500861,94,8,22.802,W,-94.13966722,E,1070.0,E,POINT (-94.1396672219886 38.8750086114218)
9320,8912,2022-12-01 00:00:00+00:00,11877.95,A,MO,4MO6,LOUISIANA,US,ACE, ,MISSOURI,PIKE,MO,MARK TWAIN AIR PARK,PR,PR,39,26,20.165,N,39.43893472,91,7,5.502,W,-91.118195,E,840.0,E,POINT (-91.1181949999802 39.4389347220272)
9322,8914,2022-12-01 00:00:00+00:00,11877.97,A,MO,MO46,LOUISANA,US,ACE, ,MISSOURI,PIKE,MO,WALKER,PR,PR,39,31,10.49,N,39.51958056,91,10,18.94,W,-91.17192778,E,510.0,E,POINT (-91.1719277781071 39.5195805553174)
9324,8916,2022-12-01 00:00:00+00:00,11878.,A,MO,78MO,LYNCHBURG,US,ACE, ,MISSOURI,WRIGHT,MO,SNOUFFER FLD,PR,PR,37,27,23.605,N,37.45655694,92,24,14.87,W,-92.40413056,E,1204.0,E,POINT (-92.4041305551997 37.4565569442337)
9325,8917,2022-12-01 00:00:00+00:00,11884.,A,MO,K89,MACON,US,ACE, ,MISSOURI,MACON,MO,MACON-FOWER MEML,PU,PU,39,43,47.3,N,39.72980556,92,27,24.2,W,-92.45672222,E,878.0,S,POINT (-92.4567222222858 39.7298055552462)
9327,8919,2022-12-01 00:00:00+00:00,11888.,A,MO,MAW,MALDEN,US,ACE, ,MISSOURI,DUNKLIN,MO,MALDEN RGNL,PU,PU,36,35,53.535,N,36.59820417,89,59,33.175,W,-89.99254861,E,295.3,S,POINT (-89.9925486113105 36.5982041669601)
9328,8920,2022-12-01 00:00:00+00:00,11888.1,A,MO,MU04,MALDEN,US,ACE, ,MISSOURI,NEW MADRID,MO,BROADWATER,PR,PR,36,35,23.208,N,36.58978,89,55,12.32,W,-89.92008889,E,280.0,E,POINT (-89.9200888889158 36.5897800003045)
9329,8921,2022-12-01 00:00:00+00:00,11891.1,A,MO,03B,MANSFIELD,US,ACE, ,MISSOURI,WRIGHT,MO,MANSFIELD MUNI,PU,PU,37,7,36.4,N,37.12677778,92,37,17.8,W,-92.62161111,E,1520.0,E,POINT (-92.6216111107383 37.1267777779228)
9331,8923,2022-12-01 00:00:00+00:00,11898.1,A,MO,0MU4,MARCELINE,US,ACE, ,MISSOURI,CHARITON,MO,SLAUGHTER,PR,PR,39,36,54.01,N,39.61500278,92,51,56.1,W,-92.86558333,E,800.0,E,POINT (-92.8655833334503 39.6150027774348)
9332,8924,2022-12-01 00:00:00+00:00,11906.,A,MO,MHL,MARSHALL,US,ACE, ,MISSOURI,SALINE,MO,MARSHALL MEML MUNI,PU,PU,39,5,43.722,N,39.09547833,93,12,10.799,W,-93.20299972,E,778.9,S,POINT (-93.2029997223714 39.0954783335263)
9334,8926,2022-12-01 00:00:00+00:00,11910.13,A,MO,MO85,MARSHFIELD,US,ACE, ,MISSOURI,WEBSTER,MO,WELLS,PR,PR,37,15,56.73,N,37.26575833,92,50,13.895,W,-92.83719306,E,1530.0,E,POINT (-92.8371930553644 37.265758333667)
